credit_id,client_id,cycle,objet,montant,duree_mois,dti,date_debut,en_defaut
363,137,CYCLE_2,LOGEMENT,3815,12,0.05,2023-10-13,1
364,137,CYCLE_2,CONSOMMATION,6849,6,0.509,2023-03-26,0
365,138,CYCLE_1,LOGEMENT,2190,6,0.605,2024-07-16,0
366,139,CYCLE_1,CONSOMMATION,757,6,0.167,2026-01-30,0
367,140,CYCLE_1,SANTE,2947,6,0.406,2025-07-03,0
368,140,CYCLE_1,CONSOMMATION,2728,18,0.564,2024-12-07,0
369,140,CYCLE_3,CONSOMMATION,9305,6,0.319,2025-07-25,1
370,140,CYCLE_2,SANTE,3884,24,0.323,2024-08-07,0
371,141,CYCLE_2,SANTE,1010,18,0.134,2023-02-26,1
372,141,CYCLE_3,LOGEMENT,911,6,0.298,2025-03-12,0
373,141,CYCLE_2,SANTE,798,12,0.084,2023-12-21,0
374,142,CYCLE_1,LOGEMENT,1382,24,0.111,2023-12-12,0
375,142,CYCLE_2,MICRO_ENTREPRISE,5365,24,0.194,2023-08-11,0
376,142,CYCLE_3,LOGEMENT,7043,9,0.294,2024-06-13,0
377,143,CYCLE_1,EDUCATION,7168,6,0.751,2024-12-14,0
378,143,CYCLE_3,LOGEMENT,11220,24,0.238,2024-03-20,1
379,143,CYCLE_3,SANTE,16700,9,0.081,2026-02-09,0
380,143,CYCLE_3,CONSOMMATION,11871,6,0.449,2024-04-21,1
381,143,CYCLE_1,LOGEMENT,5331,12,0.367,2025-08-22,1
382,144,CYCLE_2,CONSOMMATION,8632,9,0.119,2023-12-30,0
383,144,CYCLE_2,EDUCATION,6083,12,0.407,2025-10-27,0
384,144,CYCLE_1,SANTE,5719,9,0.476,2024-11-09,0
385,145,CYCLE_3,CONSOMMATION,7250,24,0.219,2025-12-30,1
386,145,CYCLE_1,EDUCATION,3853,24,0.657,2025-09-15,0
387,145,CYCLE_1,LOGEMENT,6360,9,0.109,2025-07-21,0
388,146,CYCLE_2,SANTE,6494,12,0.208,2025-07-19,0
389,146,CYCLE_4,SANTE,15231,24,0.231,2024-08-31,0
390,146,CYCLE_4,EDUCATION,10759,9,0.649,2023-07-23,0
391,146,CYCLE_3,EDUCATION,6309,12,0.079,2024-10-06,0
392,146,CYCLE_3,SANTE,15302,12,0.114,2025-02-26,0
393,146,CYCLE_1,CONSOMMATION,8325,12,0.5,2025-10-21,0
394,147,CYCLE_1,SANTE,5215,12,0.235,2023-12-25,0
395,147,CYCLE_1,MICRO_ENTREPRISE,2844,9,0.184,2024-03-10,0
396,147,CYCLE_2,LOGEMENT,7841,6,0.098,2024-07-12,0
397,147,CYCLE_1,CONSOMMATION,5710,12,0.454,2023-05-06,0
398,148,CYCLE_1,CONSOMMATION,4474,12,0.704,2024-07-30,0
399,148,CYCLE_2,CONSOMMATION,5258,9,0.173,2024-08-31,0
400,148,CYCLE_4,LOGEMENT,5743,18,0.461,2025-02-25,0
401,148,CYCLE_4,MICRO_ENTREPRISE,9876,6,0.293,2024-03-04,1
402,148,CYCLE_1,EDUCATION,6339,18,0.236,2025-05-31,0
403,148,CYCLE_1,CONSOMMATION,6698,9,0.22,2024-07-25,0
404,148,CYCLE_1,SANTE,5427,9,0.492,2025-03-31,0
405,149,CYCLE_3,MICRO_ENTREPRISE,13204,6,0.56,2024-02-12,0
406,149,CYCLE_4,MICRO_ENTREPRISE,25000,9,0.496,2024-12-24,0
407,150,CYCLE_1,SANTE,2194,24,0.228,2025-07-16,0
408,150,CYCLE_3,EDUCATION,4949,9,0.078,2023-03-21,1
409,150,CYCLE_3,CONSOMMATION,6850,6,0.063,2026-01-30,0
410,150,CYCLE_1,SANTE,2552,9,0.216,2023-06-22,0
411,151,CYCLE_4,SANTE,11539,24,0.388,2023-08-03,0
412,151,CYCLE_1,CONSOMMATION,3644,12,0.333,2025-07-20,0
413,151,CYCLE_1,CONSOMMATION,3481,18,0.05,2023-09-24,1
414,152,CYCLE_3,EDUCATION,12529,9,0.156,2024-02-18,0
415,152,CYCLE_2,LOGEMENT,11845,12,0.05,2024-11-23,1
416,153,CYCLE_2,CONSOMMATION,5366,9,0.147,2023-05-03,0
417,153,CYCLE_1,LOGEMENT,4042,12,0.584,2024-01-08,0
418,153,CYCLE_1,MICRO_ENTREPRISE,4533,6,0.352,2025-02-18,0
419,153,CYCLE_2,SANTE,4610,6,0.65,2024-11-25,0
420,154,CYCLE_1,EDUCATION,8943,9,0.245,2025-06-04,0
421,155,CYCLE_1,CONSOMMATION,538,12,0.552,2023-06-16,0
422,155,CYCLE_1,CONSOMMATION,300,24,0.362,2023-08-02,1
423,155,CYCLE_4,LOGEMENT,1505,12,0.164,2026-01-16,0
424,155,CYCLE_2,SANTE,997,24,0.728,2025-06-25,1
425,156,CYCLE_1,LOGEMENT,2094,12,0.606,2025-01-09,0
426,156,CYCLE_1,CONSOMMATION,2648,18,0.701,2023-09-22,1
427,156,CYCLE_1,LOGEMENT,1403,18,0.226,2024-02-01,0
428,156,CYCLE_4,EDUCATION,4897,6,0.45,2024-01-23,1
429,156,CYCLE_2,CONSOMMATION,4243,24,0.108,2024-01-29,0
430,156,CYCLE_1,EDUCATION,5865,18,0.571,2024-09-22,0
431,156,CYCLE_1,EDUCATION,2138,9,0.363,2023-07-24,0
432,157,CYCLE_2,MICRO_ENTREPRISE,12098,9,0.216,2023-04-21,0
433,157,CYCLE_2,SANTE,10879,12,0.157,2024-03-28,0
434,158,CYCLE_2,MICRO_ENTREPRISE,10187,12,0.421,2023-03-14,0
435,158,CYCLE_1,EDUCATION,6313,18,0.497,2025-08-24,0
436,159,CYCLE_3,SANTE,11041,12,0.25,2024-11-20,0
437,159,CYCLE_1,CONSOMMATION,3621,12,0.198,2023-08-29,1
438,159,CYCLE_1,SANTE,2046,18,0.287,2024-05-04,1
439,159,CYCLE_1,SANTE,4108,9,0.192,2025-11-18,0
440,159,CYCLE_1,LOGEMENT,3929,9,0.113,2025-08-26,0
441,159,CYCLE_1,MICRO_ENTREPRISE,7397,24,0.362,2025-01-22,1
442,160,CYCLE_1,CONSOMMATION,12599,12,0.515,2024-01-14,1
443,160,CYCLE_1,LOGEMENT,13613,6,0.398,2023-07-19,0
444,161,CYCLE_1,CONSOMMATION,2678,18,0.396,2024-08-06,0
445,161,CYCLE_1,LOGEMENT,4031,24,0.127,2024-02-26,1
446,161,CYCLE_3,CONSOMMATION,4342,9,0.386,2025-10-01,0
447,161,CYCLE_1,EDUCATION,2481,6,0.05,2023-08-27,0
448,162,CYCLE_1,LOGEMENT,562,9,0.689,2023-07-19,1
449,162,CYCLE_3,EDUCATION,1299,12,0.408,2024-03-18,1
450,162,CYCLE_1,LOGEMENT,402,24,0.231,2025-09-10,0
451,162,CYCLE_3,LOGEMENT,1212,12,0.161,2025-06-07,0
452,163,CYCLE_3,LOGEMENT,1611,24,0.39,2025-10-28,1
453,163,CYCLE_3,CONSOMMATION,1069,18,0.529,2024-03-04,0
454,164,CYCLE_1,MICRO_ENTREPRISE,2169,18,0.275,2023-05-03,0
455,164,CYCLE_3,EDUCATION,5237,9,0.253,2025-03-04,0
456,165,CYCLE_1,SANTE,11763,6,0.376,2026-01-29,0
457,165,CYCLE_2,LOGEMENT,8847,6,0.375,2024-04-29,0
458,165,CYCLE_1,CONSOMMATION,11962,6,0.482,2025-06-13,0
459,165,CYCLE_3,LOGEMENT,15540,9,0.279,2023-11-10,0
460,166,CYCLE_1,CONSOMMATION,13321,9,0.254,2025-12-11,0
461,167,CYCLE_2,CONSOMMATION,14887,9,0.061,2026-02-08,0
462,168,CYCLE_1,LOGEMENT,1170,6,0.236,2023-03-05,0
463,169,CYCLE_2,SANTE,16170,6,0.133,2025-03-25,0
464,169,CYCLE_2,LOGEMENT,9463,6,0.745,2024-01-26,0
465,169,CYCLE_1,LOGEMENT,13748,12,0.413,2024-11-24,0
466,169,CYCLE_2,LOGEMENT,13365,12,0.733,2024-07-21,0
467,169,CYCLE_2,MICRO_ENTREPRISE,9167,18,0.236,2023-07-29,0
468,170,CYCLE_2,LOGEMENT,620,24,0.176,2023-07-11,1
469,170,CYCLE_1,MICRO_ENTREPRISE,523,12,0.053,2025-04-16,1
470,170,CYCLE_2,MICRO_ENTREPRISE,669,24,0.939,2025-08-17,0
471,170,CYCLE_1,MICRO_ENTREPRISE,491,24,0.097,2024-02-15,0
472,170,CYCLE_2,LOGEMENT,528,9,0.189,2025-08-06,0
473,171,CYCLE_1,CONSOMMATION,5551,12,0.36,2024-04-30,0
474,171,CYCLE_2,MICRO_ENTREPRISE,3923,9,0.096,2023-02-24,0
475,172,CYCLE_2,CONSOMMATION,5955,6,0.271,2024-12-18,0
476,173,CYCLE_1,LOGEMENT,2137,12,0.45,2026-02-09,1
477,173,CYCLE_1,MICRO_ENTREPRISE,2632,9,0.159,2024-08-19,0
478,173,CYCLE_2,CONSOMMATION,3978,12,0.643,2024-08-31,1
479,174,CYCLE_1,MICRO_ENTREPRISE,5610,12,0.377,2025-01-26,0
480,174,CYCLE_2,CONSOMMATION,7186,24,0.244,2025-07-07,0
481,174,CYCLE_1,LOGEMENT,9811,12,0.573,2026-02-09,0
482,174,CYCLE_2,MICRO_ENTREPRISE,10150,6,0.167,2023-11-06,0
483,175,CYCLE_2,CONSOMMATION,2749,9,0.451,2023-04-06,0
484,175,CYCLE_2,MICRO_ENTREPRISE,3294,12,0.05,2023-07-25,0
485,175,CYCLE_1,EDUCATION,2946,18,0.373,2025-10-25,1
486,175,CYCLE_1,MICRO_ENTREPRISE,2254,6,0.594,2025-07-31,0
487,175,CYCLE_1,LOGEMENT,2959,9,0.113,2023-03-29,1
488,175,CYCLE_1,EDUCATION,1434,6,0.581,2025-12-26,0
489,176,CYCLE_1,SANTE,3394,6,0.348,2024-04-26,1
490,176,CYCLE_2,EDUCATION,2714,18,0.378,2023-12-20,0
491,176,CYCLE_2,CONSOMMATION,3957,24,0.723,2023-11-18,0
492,177,CYCLE_2,CONSOMMATION,8215,6,0.225,2023-10-25,0
493,177,CYCLE_2,EDUCATION,8586,6,0.483,2024-02-22,0
494,178,CYCLE_2,EDUCATION,12429,6,0.421,2023-05-05,0
495,178,CYCLE_1,MICRO_ENTREPRISE,8833,6,0.122,2023-11-29,0
496,179,CYCLE_2,CONSOMMATION,3627,9,0.33,2023-12-25,0
497,179,CYCLE_4,LOGEMENT,4516,9,0.615,2024-01-14,1
498,180,CYCLE_3,EDUCATION,25000,18,0.355,2023-12-28,1
499,181,CYCLE_1,CONSOMMATION,7749,9,0.198,2023-09-18,0
500,181,CYCLE_1,SANTE,11519,6,0.209,2024-05-27,1
501,181,CYCLE_1,EDUCATION,300,18,0.575,2025-02-08,0
502,182,CYCLE_2,EDUCATION,3840,6,0.339,2023-05-30,0
503,182,CYCLE_1,CONSOMMATION,1519,9,0.486,2025-12-17,0
504,183,CYCLE_2,SANTE,3383,12,0.119,2025-01-22,0
505,183,CYCLE_1,SANTE,2799,12,0.662,2024-02-09,0
506,184,CYCLE_2,EDUCATION,6266,18,0.063,2025-10-12,0
507,184,CYCLE_4,MICRO_ENTREPRISE,6232,24,0.331,2023-09-20,0
508,184,CYCLE_2,CONSOMMATION,4411,12,0.55,2023-04-13,0
509,185,CYCLE_1,EDUCATION,4130,9,0.212,2023-08-26,0
510,185,CYCLE_1,MICRO_ENTREPRISE,5870,18,0.073,2024-01-07,0
511,185,CYCLE_1,SANTE,3076,6,0.39,2024-09-15,0
512,185,CYCLE_4,MICRO_ENTREPRISE,9258,18,0.299,2025-10-25,0
513,185,CYCLE_3,SANTE,7969,24,0.497,2024-06-03,0
514,185,CYCLE_1,LOGEMENT,424,24,0.657,2026-01-25,1
515,185,CYCLE_2,EDUCATION,4015,24,0.276,2024-12-25,0
516,186,CYCLE_4,CONSOMMATION,10181,24,0.437,2023-10-21,0
517,186,CYCLE_2,MICRO_ENTREPRISE,7391,9,0.804,2026-01-27,0
518,186,CYCLE_2,LOGEMENT,5465,6,0.119,2023-06-02,0
519,186,CYCLE_2,MICRO_ENTREPRISE,4675,9,0.212,2023-10-29,0
520,186,CYCLE_2,SANTE,5913,9,0.546,2025-02-28,0
521,186,CYCLE_4,SANTE,8709,9,0.261,2024-10-03,0
522,186,CYCLE_2,MICRO_ENTREPRISE,4035,9,0.584,2023-03-07,0
523,187,CYCLE_1,MICRO_ENTREPRISE,9693,6,0.812,2023-11-17,0
524,188,CYCLE_1,LOGEMENT,3627,12,0.446,2024-09-27,0
525,189,CYCLE_2,SANTE,5799,12,0.625,2023-04-19,1
526,189,CYCLE_3,LOGEMENT,12693,18,0.368,2025-06-01,0
527,189,CYCLE_2,EDUCATION,9463,18,0.309,2023-11-23,0
528,189,CYCLE_2,SANTE,7220,12,0.229,2026-01-22,0
529,189,CYCLE_4,EDUCATION,10469,9,0.543,2024-12-08,0
530,189,CYCLE_1,EDUCATION,4691,12,0.596,2023-08-11,0
531,190,CYCLE_1,EDUCATION,7335,24,0.057,2023-07-05,0
532,190,CYCLE_4,SANTE,16452,9,0.241,2023-10-26,1
533,191,CYCLE_1,SANTE,13513,12,0.118,2024-01-18,0
534,191,CYCLE_1,LOGEMENT,8191,6,0.238,2023-06-17,0
535,191,CYCLE_1,SANTE,6482,24,0.64,2023-10-20,0
536,191,CYCLE_2,EDUCATION,12553,9,0.195,2024-11-29,0
537,191,CYCLE_2,LOGEMENT,13004,12,0.311,2023-08-11,0
538,192,CYCLE_1,MICRO_ENTREPRISE,3365,18,0.434,2024-12-30,1
539,192,CYCLE_1,EDUCATION,5328,6,0.31,2024-02-15,0
540,192,CYCLE_3,SANTE,10556,9,0.311,2026-02-14,1
541,192,CYCLE_3,SANTE,12025,6,0.583,2023-11-09,0
542,193,CYCLE_1,CONSOMMATION,6207,12,0.179,2024-04-12,1
543,193,CYCLE_4,LOGEMENT,11484,24,0.148,2025-05-12,0
544,194,CYCLE_1,EDUCATION,573,9,0.459,2025-07-05,0
545,194,CYCLE_3,SANTE,6550,12,0.239,2026-01-10,0
546,194,CYCLE_1,LOGEMENT,2897,18,0.05,2025-05-28,0
547,194,CYCLE_1,MICRO_ENTREPRISE,4142,18,0.176,2025-08-31,0
548,194,CYCLE_1,CONSOMMATION,4082,6,0.34,2025-08-21,0
549,195,CYCLE_2,EDUCATION,7538,6,0.264,2024-07-20,0
550,195,CYCLE_4,MICRO_ENTREPRISE,8364,9,0.401,2025-01-27,0
551,196,CYCLE_4,EDUCATION,1496,24,0.216,2023-10-26,1
552,196,CYCLE_1,SANTE,415,12,0.505,2025-09-04,0
553,197,CYCLE_1,MICRO_ENTREPRISE,2313,12,0.139,2025-05-31,0
554,197,CYCLE_1,SANTE,1712,18,0.14,2025-12-16,0
555,197,CYCLE_1,CONSOMMATION,3127,18,0.394,2025-07-24,0
556,197,CYCLE_1,CONSOMMATION,5088,9,0.294,2024-01-24,1
557,198,CYCLE_2,MICRO_ENTREPRISE,15872,12,0.144,2025-01-21,0
558,198,CYCLE_1,MICRO_ENTREPRISE,7911,18,0.809,2024-12-15,0
559,199,CYCLE_2,EDUCATION,17574,12,0.581,2023-11-18,0
560,199,CYCLE_1,SANTE,5952,6,0.498,2025-09-30,0
561,199,CYCLE_3,SANTE,17272,6,0.642,2025-01-15,0
562,199,CYCLE_3,CONSOMMATION,17086,24,1.2,2024-05-02,0
563,200,CYCLE_1,LOGEMENT,11427,12,0.3,2024-06-28,0
564,201,CYCLE_2,MICRO_ENTREPRISE,7473,6,0.345,2024-04-03,1
565,201,CYCLE_2,CONSOMMATION,7365,9,0.099,2025-09-22,0
566,201,CYCLE_1,CONSOMMATION,6932,9,0.144,2024-01-22,0
567,202,CYCLE_1,LOGEMENT,4656,9,0.119,2023-03-27,0
568,202,CYCLE_2,EDUCATION,7910,9,0.05,2023-12-25,1
569,203,CYCLE_2,EDUCATION,4000,6,0.361,2024-11-15,0
570,203,CYCLE_4,CONSOMMATION,8386,9,0.606,2024-05-28,0
571,203,CYCLE_1,MICRO_ENTREPRISE,3866,12,0.508,2024-09-29,0
572,203,CYCLE_2,LOGEMENT,3987,6,0.633,2025-06-04,0
573,203,CYCLE_2,MICRO_ENTREPRISE,5982,18,0.462,2025-02-15,0
574,204,CYCLE_1,SANTE,6731,24,0.152,2023-07-15,0
575,205,CYCLE_3,MICRO_ENTREPRISE,7206,9,0.506,2025-08-15,0
576,206,CYCLE_1,MICRO_ENTREPRISE,3759,18,0.616,2023-08-22,1
577,206,CYCLE_2,LOGEMENT,9061,24,0.324,2026-02-06,1
578,206,CYCLE_2,EDUCATION,4499,12,0.829,2023-09-08,1
579,207,CYCLE_2,SANTE,1238,9,0.221,2023-05-18,0
580,207,CYCLE_1,CONSOMMATION,504,18,0.225,2024-02-15,0
581,207,CYCLE_2,EDUCATION,955,18,0.155,2026-02-15,0
582,207,CYCLE_1,CONSOMMATION,686,18,0.211,2025-06-01,1
583,207,CYCLE_2,CONSOMMATION,1321,18,0.795,2023-08-18,0
584,207,CYCLE_3,EDUCATION,1161,9,0.313,2025-07-13,0
585,208,CYCLE_1,MICRO_ENTREPRISE,6377,6,0.257,2025-03-09,1
586,208,CYCLE_1,MICRO_ENTREPRISE,4734,24,0.29,2024-10-29,0
587,208,CYCLE_3,MICRO_ENTREPRISE,8121,24,0.315,2025-11-29,0
588,208,CYCLE_2,EDUCATION,7648,18,0.062,2025-08-14,0
589,208,CYCLE_3,SANTE,9890,24,0.687,2023-09-22,0
590,208,CYCLE_3,EDUCATION,7453,12,0.606,2023-05-17,0
591,209,CYCLE_3,MICRO_ENTREPRISE,8005,9,0.37,2025-05-08,1
592,209,CYCLE_4,MICRO_ENTREPRISE,6626,9,0.344,2023-11-30,0
593,209,CYCLE_3,LOGEMENT,10911,6,0.392,2025-06-10,0
594,209,CYCLE_1,LOGEMENT,2371,12,0.136,2024-02-19,0
595,209,CYCLE_4,MICRO_ENTREPRISE,10984,24,0.545,2023-09-08,0
596,210,CYCLE_2,MICRO_ENTREPRISE,9491,9,0.255,2024-03-03,0
597,210,CYCLE_2,EDUCATION,10404,6,0.05,2023-05-13,0
598,210,CYCLE_1,MICRO_ENTREPRISE,10582,12,0.21,2025-04-23,0
599,210,CYCLE_1,MICRO_ENTREPRISE,4343,18,0.458,2025-09-23,1
600,211,CYCLE_3,MICRO_ENTREPRISE,8011,18,0.369,2025-06-17,0
601,212,CYCLE_1,CONSOMMATION,9100,24,0.765,2023-06-19,0
602,212,CYCLE_1,SANTE,10496,18,0.619,2024-03-05,0
603,212,CYCLE_1,SANTE,11649,18,0.288,2025-06-10,0
604,213,CYCLE_1,CONSOMMATION,4830,12,0.464,2025-06-30,0
605,213,CYCLE_2,CONSOMMATION,4538,6,0.353,2023-07-03,0
606,214,CYCLE_1,CONSOMMATION,3680,18,0.211,2024-08-03,0
607,215,CYCLE_2,MICRO_ENTREPRISE,397,18,0.089,2025-05-19,1
608,215,CYCLE_2,EDUCATION,489,12,0.338,2025-06-08,0
609,215,CYCLE_1,CONSOMMATION,606,18,0.252,2023-07-19,0
610,215,CYCLE_1,MICRO_ENTREPRISE,384,6,0.151,2024-04-02,1
611,216,CYCLE_4,CONSOMMATION,15065,12,0.161,2024-04-04,0
612,216,CYCLE_1,CONSOMMATION,6006,6,0.532,2024-07-23,0
613,216,CYCLE_2,SANTE,7070,12,0.172,2025-06-25,0
614,216,CYCLE_1,LOGEMENT,4004,6,0.05,2023-09-23,1
615,217,CYCLE_2,LOGEMENT,9243,9,0.128,2023-11-27,0
616,217,CYCLE_1,MICRO_ENTREPRISE,5199,12,0.221,2023-05-03,0
617,217,CYCLE_1,CONSOMMATION,3439,9,0.444,2024-12-19,0
618,218,CYCLE_1,CONSOMMATION,4027,9,0.669,2025-03-26,0
619,218,CYCLE_1,CONSOMMATION,4505,18,0.192,2024-01-08,0
620,219,CYCLE_1,SANTE,4615,9,0.315,2023-09-29,0
621,219,CYCLE_1,EDUCATION,2307,9,0.279,2024-02-01,1
622,219,CYCLE_3,LOGEMENT,4708,18,0.231,2026-02-13,0
623,219,CYCLE_2,LOGEMENT,2815,6,0.183,2025-11-08,0
624,220,CYCLE_4,MICRO_ENTREPRISE,15425,6,0.475,2023-07-12,0
625,220,CYCLE_1,CONSOMMATION,935,9,0.4,2025-05-08,0
626,220,CYCLE_3,MICRO_ENTREPRISE,13821,9,0.166,2023-10-11,0
627,220,CYCLE_1,EDUCATION,6162,6,0.517,2025-10-21,0
628,220,CYCLE_4,LOGEMENT,14344,24,0.05,2025-01-11,0
629,221,CYCLE_2,SANTE,2020,18,0.05,2023-06-14,0
630,221,CYCLE_1,LOGEMENT,1192,9,0.876,2024-12-10,0
631,221,CYCLE_3,MICRO_ENTREPRISE,1716,12,0.186,2025-11-04,0
632,222,CYCLE_1,SANTE,1530,18,0.324,2025-06-22,1
633,223,CYCLE_1,LOGEMENT,4789,24,0.601,2023-06-28,1
634,223,CYCLE_2,MICRO_ENTREPRISE,9252,6,0.437,2024-07-07,0
635,223,CYCLE_1,SANTE,7198,6,0.556,2025-02-08,1
636,223,CYCLE_3,EDUCATION,9373,18,0.493,2023-11-06,0
637,223,CYCLE_1,SANTE,7100,18,0.194,2026-01-17,0
638,224,CYCLE_2,MICRO_ENTREPRISE,3510,6,0.232,2024-04-28,0
639,224,CYCLE_1,SANTE,1948,18,0.292,2024-08-01,0
640,225,CYCLE_1,EDUCATION,2217,18,0.521,2023-04-11,0
641,225,CYCLE_1,EDUCATION,3710,24,0.199,2023-04-16,0
642,225,CYCLE_3,EDUCATION,6483,6,0.318,2023-03-13,0
643,225,CYCLE_3,EDUCATION,6436,12,0.867,2023-04-07,0
644,226,CYCLE_2,CONSOMMATION,5644,12,0.394,2025-12-22,1
645,227,CYCLE_1,MICRO_ENTREPRISE,5055,12,1.042,2026-02-01,1
646,227,CYCLE_2,SANTE,5879,18,0.299,2023-04-02,1
647,227,CYCLE_2,EDUCATION,5083,18,0.05,2023-04-12,0
648,227,CYCLE_1,SANTE,3707,24,0.315,2023-07-03,0
649,227,CYCLE_1,SANTE,300,9,0.136,2024-07-08,0
650,228,CYCLE_1,EDUCATION,2430,24,0.723,2023-11-07,0
651,229,CYCLE_2,CONSOMMATION,6730,12,0.608,2025-11-09,1
652,229,CYCLE_1,MICRO_ENTREPRISE,1732,18,0.465,2025-08-22,1
653,229,CYCLE_1,SANTE,5634,6,0.257,2023-06-29,0
654,229,CYCLE_2,LOGEMENT,7753,24,0.337,2023-07-02,0
655,229,CYCLE_3,EDUCATION,7987,24,0.464,2026-01-27,0
656,230,CYCLE_1,MICRO_ENTREPRISE,4059,18,0.669,2023-12-16,0
657,231,CYCLE_1,SANTE,6572,12,0.067,2025-03-11,0
658,231,CYCLE_2,CONSOMMATION,5647,12,0.203,2023-07-26,0
659,231,CYCLE_3,EDUCATION,7270,6,0.711,2025-01-05,1
660,232,CYCLE_2,LOGEMENT,5196,9,0.201,2025-06-10,0
661,232,CYCLE_1,SANTE,1883,12,0.968,2025-11-25,0
662,232,CYCLE_2,SANTE,7091,24,0.454,2024-09-23,1
663,232,CYCLE_3,LOGEMENT,7257,24,0.409,2023-05-23,1
664,232,CYCLE_1,SANTE,4097,24,0.3,2025-10-30,1
665,233,CYCLE_2,MICRO_ENTREPRISE,4644,18,0.554,2025-09-20,1
666,233,CYCLE_4,LOGEMENT,6806,24,0.43,2023-04-05,0
667,234,CYCLE_2,MICRO_ENTREPRISE,5554,6,0.421,2023-10-14,0
668,234,CYCLE_1,EDUCATION,3488,24,0.545,2024-08-25,0
669,234,CYCLE_1,EDUCATION,3014,6,0.171,2024-06-23,0
670,235,CYCLE_3,LOGEMENT,1860,12,0.285,2024-10-04,0
671,235,CYCLE_1,SANTE,520,18,0.674,2026-01-03,1
672,235,CYCLE_1,MICRO_ENTREPRISE,1056,9,0.141,2023-08-21,0
673,235,CYCLE_1,SANTE,893,12,0.363,2025-04-16,1
674,235,CYCLE_2,CONSOMMATION,1076,18,0.612,2025-11-22,0
675,235,CYCLE_1,CONSOMMATION,829,24,0.244,2024-05-19,0
676,235,CYCLE_3,CONSOMMATION,2334,12,0.244,2024-05-22,1
677,236,CYCLE_1,SANTE,4942,18,0.637,2024-04-04,1
678,236,CYCLE_3,LOGEMENT,7066,24,0.301,2023-10-29,0
679,236,CYCLE_1,EDUCATION,5276,12,0.214,2023-07-06,0
680,236,CYCLE_4,CONSOMMATION,8862,18,0.564,2025-06-20,0
681,236,CYCLE_3,SANTE,8531,6,0.247,2023-10-11,0
682,236,CYCLE_2,SANTE,6635,9,0.461,2025-09-13,0
683,237,CYCLE_2,CONSOMMATION,300,9,0.066,2025-12-27,0
684,237,CYCLE_1,SANTE,300,24,0.537,2025-08-07,0
685,238,CYCLE_1,MICRO_ENTREPRISE,485,9,0.207,2025-06-11,1
686,238,CYCLE_3,CONSOMMATION,881,9,0.522,2025-03-05,1
687,239,CYCLE_3,SANTE,5608,18,0.595,2024-05-15,1
688,239,CYCLE_1,CONSOMMATION,1781,6,0.33,2025-03-27,0
689,239,CYCLE_1,EDUCATION,1425,24,0.143,2025-05-15,0
690,239,CYCLE_2,LOGEMENT,3734,18,0.276,2023-06-22,0
691,240,CYCLE_3,MICRO_ENTREPRISE,9752,12,0.421,2023-10-15,1
692,240,CYCLE_2,CONSOMMATION,11739,24,0.156,2023-11-23,0
693,240,CYCLE_1,EDUCATION,8483,6,0.406,2024-05-17,0
694,240,CYCLE_1,SANTE,6691,18,0.19,2025-04-12,0
695,240,CYCLE_1,SANTE,6927,9,0.21,2025-10-16,1
696,241,CYCLE_1,CONSOMMATION,1252,12,0.32,2023-04-30,1
697,242,CYCLE_1,SANTE,7319,24,0.471,2024-06-25,0
698,242,CYCLE_1,SANTE,8174,18,0.395,2024-10-05,0
699,242,CYCLE_2,MICRO_ENTREPRISE,11766,9,0.249,2025-02-21,0
700,243,CYCLE_1,LOGEMENT,9525,9,0.217,2023-04-27,0
701,243,CYCLE_3,MICRO_ENTREPRISE,23768,6,0.599,2025-04-21,1
702,243,CYCLE_1,MICRO_ENTREPRISE,5788,6,0.37,2024-12-30,0
703,243,CYCLE_1,MICRO_ENTREPRISE,13559,6,0.099,2025-02-18,1
704,244,CYCLE_1,CONSOMMATION,5663,18,0.522,2023-04-05,0
705,245,CYCLE_2,EDUCATION,2913,18,0.263,2023-05-03,1
706,245,CYCLE_1,EDUCATION,2847,18,0.335,2025-09-11,0
707,245,CYCLE_1,SANTE,2467,24,0.275,2023-05-10,0
708,245,CYCLE_3,MICRO_ENTREPRISE,5353,6,0.398,2023-02-28,0
709,246,CYCLE_1,CONSOMMATION,12060,6,0.27,2025-12-18,0
710,246,CYCLE_4,LOGEMENT,18747,9,0.585,2024-04-04,1
711,247,CYCLE_2,MICRO_ENTREPRISE,530,18,0.059,2024-03-11,0
712,247,CYCLE_1,CONSOMMATION,529,9,0.1,2024-10-03,1
713,248,CYCLE_1,LOGEMENT,4244,6,0.517,2024-08-13,1
714,248,CYCLE_3,CONSOMMATION,7588,6,0.054,2025-11-09,0
715,248,CYCLE_2,MICRO_ENTREPRISE,7466,9,0.652,2024-08-07,1
716,248,CYCLE_1,EDUCATION,5116,6,0.191,2023-07-11,0
717,248,CYCLE_3,LOGEMENT,11123,12,0.539,2024-09-07,0
718,249,CYCLE_2,EDUCATION,20762,6,0.301,2025-05-05,0
719,249,CYCLE_2,SANTE,22079,12,0.504,2024-04-26,0
720,250,CYCLE_1,MICRO_ENTREPRISE,5748,24,0.377,2025-05-27,0
721,251,CYCLE_3,LOGEMENT,8834,12,0.576,2023-10-14,1
722,251,CYCLE_1,MICRO_ENTREPRISE,6254,18,0.439,2024-11-14,0
723,251,CYCLE_3,SANTE,6769,9,0.063,2024-10-02,0
724,252,CYCLE_2,MICRO_ENTREPRISE,7463,9,0.731,2025-07-17,0
